Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
682000000000,mohd ali @ chanki,34,1618124,1,Low,Luxury Features,Flexible EMI,Region-5,Female
225000000000,mahender kumar,45,1363250,1,Medium,Luxury Features,No Down Payment,Region-91,Male
871000000000,manish,47,1817835,0,High,Fast Charging,Flexible EMI,Region-8,Female
843000000000,nazir ali,57,910211,1,Medium,Fast Charging,Flexible EMI,Region-33,Female
392000000000,sudhir gupta,40,711913,0,High,Affordable Price,Low Interest,Region-57,Non-binary
667000000000,akram hussain,63,1302587,1,Medium,Luxury Features,Low Interest,Region-12,Female
925000000000,akram hussain,41,1540311,0,High,Environment Friendly,Low Interest,Region-37,Female
746000000000,sahwaj,46,1765362,1,Low,Luxury Features,Flexible EMI,Region-15,Male
595000000000,raju,21,1191751,0,High,Fast Charging,Low Interest,Region-17,Male
694000000000,aman,55,1376613,2,Low,Long Range,Low Interest,Region-37,Male
746000000000,mohd ali @ chanki,46,1837411,0,Medium,Fast Charging,Flexible EMI,Region-51,Male
702000000000,akash,36,1199997,1,Medium,Fast Charging,Flexible EMI,Region-29,Male
925000000000,manish,44,1454662,0,Low,Fast Charging,Low Interest,Region-3,Male
329000000000,ramji,46,862270,0,High,Affordable Price,Low Interest,Region-75,Male
276000000000,trilok agrawal,73,685453,1,High,Affordable Price,Flexible EMI,Region-26,Male
784000000000,shyam kumar,53,1191674,1,High,Affordable Price,Flexible EMI,Region-45,Male
8588845974,prafhool pandey,52,1286028,0,Low,Environment Friendly,No Down Payment,Region-6,Male
638000000000,rajiv kumar,69,1868468,0,High,Affordable Price,No Down Payment,Region-99,Female
126000000000,mohd jaid,23,1091588,0,High,Environment Friendly,Flexible EMI,Region-88,Female
646000000000,sameer,40,862568,2,Medium,Luxury Features,Flexible EMI,Region-98,Male
279000000000,shish pal,56,899612,2,Medium,Luxury Features,Low Interest,Region-54,Male
164000000000,shaurabh,63,360706,1,High,Affordable Price,No Down Payment,Region-88,Female
589000000000,jitender,61,1035081,1,Medium,Luxury Features,Low Interest,Region-19,Female
741000000000,deepak,65,515342,2,High,Luxury Features,No Down Payment,Region-13,Non-binary
94068690442,jai ram tiwari,69,441043,1,High,Long Range,Low Interest,Region-57,Male
646000000000,kesha sharma,25,1270644,2,Medium,Affordable Price,No Down Payment,Region-73,Female
15154481428,rajeev kumal,72,867696,1,Medium,Affordable Price,Flexible EMI,Region-83,Female
896000000000,amir,19,483094,0,Low,Fast Charging,Flexible EMI,Region-96,Male
865000000000,ghanshyam @ sunder,30,1486135,1,Medium,Fast Charging,Flexible EMI,Region-85,Female
940000000000,bhopal,57,548670,1,High,Luxury Features,Low Interest,Region-96,Male
134000000000,lucki anand,74,1369573,1,Medium,Fast Charging,No Down Payment,Region-57,Female
190000000000,virender,38,1348482,0,Low,Long Range,Low Interest,Region-46,Female
485000000000,rahul bhaskar,48,905196,1,High,Affordable Price,Flexible EMI,Region-12,Male
139000000000,mohd. samsuddin,69,1786559,1,Medium,Long Range,No Down Payment,Region-29,Male
810000000000,fakrrudeen,65,1695504,1,Medium,Affordable Price,No Down Payment,Region-97,Male
970000000000,jasvinder kaur @ roji,53,1854041,1,High,Environment Friendly,Low Interest,Region-65,Female
861000000000,neeraj bhatt,65,1769986,1,Medium,Affordable Price,Flexible EMI,Region-49,Male
484000000000,dinesh chauhan,69,464857,1,Medium,Long Range,Low Interest,Region-4,Female
870000000000,rajeev kumar@ raju,55,1582642,3,High,Luxury Features,Low Interest,Region-77,Female
150000000000,mohan ram,44,882964,1,High,Fast Charging,Flexible EMI,Region-87,Female
814000000000,mukesh goyal,53,1342867,1,Low,Fast Charging,Flexible EMI,Region-28,Male
985000000000,amit,65,832661,1,High,Long Range,Low Interest,Region-50,Female
697000000000,sanjay,40,461355,1,Medium,Fast Charging,No Down Payment,Region-12,Female
637000000000,paramjeet singh,72,486983,2,Medium,Luxury Features,Flexible EMI,Region-83,Male
176000000000,khalid ali,38,1443527,1,High,Fast Charging,Flexible EMI,Region-97,Female
345000000000,gaurav sukla,30,1112846,1,Low,Environment Friendly,Flexible EMI,Region-18,Male
827000000000,rajender,54,1203571,0,Medium,Affordable Price,Flexible EMI,Region-98,Female
974000000000,mohit,64,1956736,0,Medium,Environment Friendly,No Down Payment,Region-94,Female
62425127195,anil kumar,43,1484348,0,Medium,Affordable Price,No Down Payment,Region-6,Female
368000000000,bharat singh,57,757359,1,Low,Environment Friendly,Low Interest,Region-68,Female
11887477047,bhabhav uniyal,24,1542877,1,Low,Fast Charging,Low Interest,Region-76,Female
725000000000,saleem,63,1493549,0,High,Fast Charging,Flexible EMI,Region-23,Female
664000000000,amit,56,1701094,1,Medium,Luxury Features,Low Interest,Region-28,Female
320000000000,rajesh,39,1764389,0,High,Environment Friendly,No Down Payment,Region-75,Male
53670538749,ved raj,56,464500,0,High,Affordable Price,Flexible EMI,Region-92,Female
483000000000,ajay,40,1857795,1,High,Affordable Price,Flexible EMI,Region-40,Male
464000000000,mohd suhail,47,1323189,1,Medium,Fast Charging,Flexible EMI,Region-98,Male
543000000000,vijay,35,991047,1,Low,Fast Charging,Low Interest,Region-48,Male
403000000000,rocky mehto,59,1473650,2,Medium,Fast Charging,Flexible EMI,Region-34,Female
651000000000,nar singh thakur,35,875512,1,Medium,Environment Friendly,Flexible EMI,Region-85,Female
960000000000,kawaljeet @ rahul,63,1337634,0,Low,Affordable Price,No Down Payment,Region-100,Female
726000000000,komal,27,593996,0,Low,Environment Friendly,Flexible EMI,Region-92,Female
64318488925,omender,56,560346,3,Medium,Affordable Price,Low Interest,Region-62,Female
987000000000,yashwant,47,1174977,1,Low,Affordable Price,Flexible EMI,Region-58,Male
255000000000,sunny,43,1281706,1,High,Luxury Features,Low Interest,Region-34,Male
651000000000,biran,24,1599113,2,High,Fast Charging,No Down Payment,Region-57,Female
196000000000,farku pujar,24,1526926,0,High,Environment Friendly,No Down Payment,Region-29,Male
785000000000,virender,22,592009,1,High,Environment Friendly,Flexible EMI,Region-90,Female
965000000000,nitin @ nishu,18,1491937,1,Medium,Fast Charging,No Down Payment,Region-77,Female
430000000000,rajpal,63,1835621,1,Low,Environment Friendly,Flexible EMI,Region-52,Female
645000000000,braham singh urf virmanand,35,1156702,1,Medium,Luxury Features,No Down Payment,Region-98,Male
990000000000,mahender chaudhary,30,1434125,1,Medium,Environment Friendly,No Down Payment,Region-83,Male
251000000000,md irfhan,42,728737,1,High,Affordable Price,Low Interest,Region-8,Female
781000000000,vicky,57,868615,2,Medium,Fast Charging,Low Interest,Region-93,Female
998000000000,pankaj,25,413209,1,High,Fast Charging,Flexible EMI,Region-16,Male
535000000000,sartaj,27,1545167,0,Medium,Luxury Features,Flexible EMI,Region-92,Female
166000000000,mohd anwar-ul-haq,49,1812013,1,Medium,Environment Friendly,Low Interest,Region-30,Male
988000000000,sanjay saini,34,1333196,1,Medium,Affordable Price,No Down Payment,Region-87,Male
538000000000,shanawaz,55,1333504,1,Medium,Long Range,Flexible EMI,Region-93,Male
475000000000,vakil,32,318409,0,Low,Affordable Price,No Down Payment,Region-84,Male
311000000000,sandeep,32,974877,0,High,Affordable Price,Low Interest,Region-81,Male
856000000000,deepak,74,1655253,0,Medium,Environment Friendly,No Down Payment,Region-26,Male
311000000000,amit kumar,65,1772267,3,Low,Long Range,No Down Payment,Region-57,Male
96670780747,dharmender,57,1844317,0,Low,Luxury Features,Flexible EMI,Region-39,Male
619000000000,hukam chand,68,1888191,1,High,Environment Friendly,No Down Payment,Region-33,Male
162000000000,ankit,37,879632,1,Medium,Fast Charging,Low Interest,Region-78,Female
768000000000,dharmvir,32,1550125,2,High,Long Range,No Down Payment,Region-31,Female
595000000000,monu,52,916196,1,High,Fast Charging,Low Interest,Region-80,Male
926000000000,sanaullah,23,509074,2,Medium,Long Range,Low Interest,Region-21,Female
25107186711,jai prakash,47,350756,1,Medium,Fast Charging,Flexible EMI,Region-99,Male
123000000000,deepak,74,777038,2,Medium,Environment Friendly,Low Interest,Region-50,Male
367000000000,kuldeep,25,476031,0,High,Long Range,Low Interest,Region-83,Male
951000000000,dhruv kumar,48,1811916,1,Low,Luxury Features,Flexible EMI,Region-6,Female
758000000000,trilok chand,65,1110976,2,Medium,Environment Friendly,Flexible EMI,Region-60,Male
496000000000,dirgaj singh,64,1949211,1,Medium,Long Range,Flexible EMI,Region-87,Female
622000000000,magat ram,49,318733,2,Medium,Fast Charging,Low Interest,Region-90,Female
681000000000,aanad sharma,62,747427,1,Low,Affordable Price,Flexible EMI,Region-73,Male
419000000000,charanjeet singh,69,1920957,1,Low,Long Range,Low Interest,Region-13,Female
766000000000,deepak,32,1869960,1,Medium,Environment Friendly,Low Interest,Region-58,Male
934000000000,anshul,35,484588,1,Medium,Fast Charging,Low Interest,Region-44,Male
333000000000,anil sharma,30,1968459,0,Medium,Environment Friendly,Flexible EMI,Region-79,Male
257000000000,aaditya yadav,41,337487,0,High,Fast Charging,Low Interest,Region-32,Female
108000000000,mohd raja,57,1731651,2,High,Environment Friendly,Low Interest,Region-59,Male
214000000000,sanjay,31,340849,2,Medium,Long Range,Flexible EMI,Region-81,Male
667000000000,sushil,45,707766,0,Medium,Long Range,Flexible EMI,Region-45,Female
207000000000,nitesh,28,1949264,1,High,Long Range,Low Interest,Region-55,Female
93989949720,dhaney,23,390930,1,Medium,Fast Charging,Low Interest,Region-93,Non-binary
592000000000,zeshan akhtar,73,1136131,1,Medium,Luxury Features,Low Interest,Region-49,Female
562000000000,krishan gopal,42,1819952,1,Medium,Environment Friendly,Flexible EMI,Region-61,Female
361000000000,ram dass,18,1755499,1,Low,Luxury Features,Flexible EMI,Region-40,Male
764000000000,asharam,42,1181455,1,High,Luxury Features,No Down Payment,Region-82,Female
663000000000,raghuveer,19,771399,1,Medium,Luxury Features,Flexible EMI,Region-34,Male
256000000000,arjun giri,49,790486,1,Medium,Affordable Price,Low Interest,Region-89,Female
671000000000,pinki gupta,30,591162,1,High,Environment Friendly,Flexible EMI,Region-12,Non-binary
371000000000,vishal,50,1304667,1,Medium,Affordable Price,Flexible EMI,Region-15,Male
420000000000,goutam bhora,49,1107463,1,Medium,Environment Friendly,No Down Payment,Region-88,Male
662000000000,ashok kumar,73,1544812,1,Medium,Affordable Price,No Down Payment,Region-9,Female
792000000000,joria,41,670570,1,Medium,Environment Friendly,Low Interest,Region-20,Male
118000000000,yogender kumar gupta,44,1889583,1,Low,Long Range,No Down Payment,Region-89,Female
851000000000,giri raj,21,300056,1,Low,Luxury Features,Low Interest,Region-88,Male
462000000000,jai parkash,41,543349,1,Low,Fast Charging,Low Interest,Region-49,Female
451000000000,moh farman,40,970712,1,Low,Luxury Features,Low Interest,Region-90,Male
171000000000,satish kumar,46,811854,1,High,Environment Friendly,Low Interest,Region-14,Male
621000000000,arif,51,1679403,1,Medium,Fast Charging,No Down Payment,Region-5,Male
426000000000,vipin pandey,38,1611441,1,Low,Luxury Features,Low Interest,Region-48,Male
591000000000,ram gopal urf gopiram meena,47,1328077,1,Medium,Environment Friendly,Low Interest,Region-57,Male
941000000000,raju,43,775521,0,Medium,Luxury Features,Flexible EMI,Region-93,Male
908000000000,sumit singh,37,1345429,0,Medium,Environment Friendly,Low Interest,Region-60,Male
469000000000,sai das,33,745185,1,High,Affordable Price,Flexible EMI,Region-72,Male
658000000000,bal kishan @ sonu,20,864482,0,Medium,Affordable Price,No Down Payment,Region-81,Male
869000000000,prem shaksana,66,1001916,1,Medium,Long Range,Flexible EMI,Region-43,Male
118000000000,jagdish kalra,54,1788567,0,Medium,Fast Charging,No Down Payment,Region-86,Female
3851557673,dhananjay,57,1064743,1,Medium,Affordable Price,No Down Payment,Region-82,Male
142000000000,saidas,61,1428458,1,Low,Environment Friendly,Flexible EMI,Region-91,Female
494000000000,raju kuswha,42,1781675,1,High,Luxury Features,No Down Payment,Region-64,Male
16606074175,harishankar,40,1228415,1,Medium,Long Range,No Down Payment,Region-2,Female
940000000000,hare krishana mishra,61,1500520,1,Medium,Luxury Features,No Down Payment,Region-1,Male
690000000000,sunil,18,1553975,0,Medium,Luxury Features,Flexible EMI,Region-64,Female
518000000000,nanak chand,50,1421648,1,Medium,Fast Charging,No Down Payment,Region-72,Male
918000000000,mohd zahid s/o karimudeen,32,948207,0,Low,Luxury Features,Low Interest,Region-85,Female
486000000000,pankaj gupta,34,1696688,0,Medium,Fast Charging,Flexible EMI,Region-24,Female
713000000000,neeraj,51,1053646,0,High,Environment Friendly,Low Interest,Region-2,Female
781000000000,suresh kumar,34,1393113,0,Medium,Luxury Features,Flexible EMI,Region-59,Female
253000000000,abdulla,69,1302581,2,High,Luxury Features,Low Interest,Region-92,Male
463000000000,raju,58,1982118,1,High,Luxury Features,No Down Payment,Region-34,Male
377000000000,arun kumar,61,1871849,1,High,Environment Friendly,Low Interest,Region-56,Female
342000000000,sukhdev,21,1288323,3,Medium,Affordable Price,Low Interest,Region-76,Female
797000000000,jiya lal,30,723959,0,High,Affordable Price,Low Interest,Region-5,Female
449000000000,pramod,21,531735,1,High,Environment Friendly,Flexible EMI,Region-55,Female
93171199386,ashok kumar sani,24,1421517,2,Medium,Long Range,No Down Payment,Region-36,Male
915000000000,naim,63,1314221,2,Medium,Long Range,No Down Payment,Region-72,Female
395000000000,tushar,26,1511853,0,Medium,Fast Charging,Low Interest,Region-94,Male
489000000000,prashansa,40,317645,1,Low,Environment Friendly,Low Interest,Region-55,Female
282000000000,raju,50,1461237,0,Medium,Long Range,Flexible EMI,Region-10,Male
839000000000,munna sanover,50,1813651,1,Medium,Fast Charging,Low Interest,Region-85,Male
808000000000,devi ram,37,1682193,1,High,Luxury Features,Low Interest,Region-46,Non-binary
884000000000,vipul sharma,21,1137166,1,Medium,Luxury Features,Low Interest,Region-52,Male
985000000000,naitik@kanaya,18,1851126,0,Medium,Long Range,Flexible EMI,Region-62,Male
536000000000,abhiraj yadav,71,1214137,0,High,Fast Charging,Low Interest,Region-98,Non-binary
199000000000,suraj,59,1933778,0,Medium,Fast Charging,Low Interest,Region-98,Female
803000000000,sourav,51,1366458,0,Medium,Affordable Price,Low Interest,Region-4,Female
428000000000,sachin,44,1177292,0,Medium,Long Range,Flexible EMI,Region-56,Female
932000000000,irsad khan,38,509611,2,Medium,Affordable Price,Flexible EMI,Region-11,Male
384000000000,pramod mehto,41,1260850,1,High,Environment Friendly,No Down Payment,Region-86,Male
501000000000,irfan @ bhola,32,1570290,0,Medium,Fast Charging,Flexible EMI,Region-50,Male
20983387123,rajkumar,52,444051,1,Medium,Affordable Price,No Down Payment,Region-61,Male
472000000000,anwar,42,1449089,1,High,Fast Charging,No Down Payment,Region-23,Female
626000000000,mohd shakeeb,72,680895,1,Medium,Environment Friendly,Low Interest,Region-98,Male
190000000000,basant joshi,26,1393404,1,Low,Affordable Price,No Down Payment,Region-30,Female
513000000000,parveen kumar,34,962588,0,High,Environment Friendly,Low Interest,Region-89,Male
616000000000,kailesh chand,38,505908,1,Low,Fast Charging,Flexible EMI,Region-88,Female
659000000000,eldro korea kose,30,420354,1,High,Fast Charging,Flexible EMI,Region-25,Male
717000000000,kirti thakur,20,406500,1,Low,Luxury Features,No Down Payment,Region-30,Male
708000000000,arjun singh @ shubham,21,1943772,3,High,Fast Charging,Low Interest,Region-39,Male
506000000000,gulab singh,21,601062,2,High,Luxury Features,No Down Payment,Region-80,Male
798000000000,birbal,60,545377,2,High,Environment Friendly,No Down Payment,Region-74,Female
289000000000,abhay @ jiddi,45,1299896,0,Low,Long Range,Flexible EMI,Region-95,Male
380000000000,ruplal kumwat,24,1900649,1,Medium,Environment Friendly,No Down Payment,Region-11,Female
285000000000,ravi choudhary,43,555333,2,Medium,Luxury Features,Low Interest,Region-73,Female
276000000000,pardeep kumar,28,644901,1,Low,Long Range,Flexible EMI,Region-36,Female
341000000000,subhash raoji deyo,41,896285,0,High,Luxury Features,Flexible EMI,Region-83,Female
605000000000,sunder singh,60,1038761,1,High,Fast Charging,No Down Payment,Region-52,Male
16274019522,surajpal,27,561372,0,Medium,Luxury Features,No Down Payment,Region-5,Male
40374707133,manish kumar @ montu,54,1051266,1,Medium,Long Range,No Down Payment,Region-76,Male
635000000000,patric meter,30,1552516,2,High,Luxury Features,Low Interest,Region-74,Female
828000000000,jahid,61,1135815,1,Medium,Affordable Price,No Down Payment,Region-14,Female
132000000000,md.gulsher alvi,59,1217831,1,High,Affordable Price,Low Interest,Region-20,Female
841000000000,devinder pal,56,1943639,1,High,Environment Friendly,No Down Payment,Region-20,Male
833000000000,balram gupta,36,1070997,2,High,Environment Friendly,No Down Payment,Region-44,Male
168000000000,sohan lal,68,375614,1,High,Long Range,Flexible EMI,Region-100,Male
505000000000,mohit,36,962398,1,Medium,Luxury Features,Flexible EMI,Region-25,Male
762000000000,anuj gupta,29,570192,1,High,Fast Charging,Low Interest,Region-41,Female
